Satellite,Band,Frequency,Link Frequency,Polarity,Generic,VC,Description,SR,FEC,Service Number,Bitstream,Source,Updated,Updater,Encryption,RotateLNB
Anik F1,KU,12170,990,V,,367,WWJ - CBS Detroit West,19510, 7/8,,,artphill,09-07-02,elm_sd,SorNS,
Anik F1,KU,12170,990,V,,368,WUHF - Fox Rochester West,19510, 7/8,,,artphill,09-07-02,elm_sd,SorNS,
Anik F1,KU,12170,990,V,,369,WTVS - PBS Detroit West,19510, 7/8,,,artphill,09-07-02,elm_sd,SorNS,
Anik F1,KU,12170,990,V,,395,Vision West,19510, 7/8,,,artphill,09-07-02,elm_sd,SorNS,
Anik F1,KU,12170,990,V,,522,Showcase West,19510, 7/8,,,artphill,09-07-02,elm_sd,SorNS,
Anik F1,KU,12170,990,V,KF,523,NBC Buffalo (B/H Use Only),19510, 3/4,,,Greg5,09-07-02,elm_sd,MP,
Anik F1,KU,12170,990,V,,543,YTV West,19510, 7/8,,,artphill,09-07-02,elm_sd,SorNS,
Anik F1,KU,12170,990,V,,547,Comedy Network Canada West,19510, 7/8,,,artphill,09-07-02,elm_sd,SorNS,
Anik F1,KU,12170,990,V,,862,CING FM Toronto (Audio),19510, 3/4,,,Greg5,01-13-03,tholbroo,SorNS,
Anik F1,KU,12170,990,V,,863,CHFI FM98 Toronto (Audio),19510, 3/4,,,Greg5,01-13-03,tholbroo,SorNS,
Anik F1,KU,12170,990,V,,864,CILQ FM Toronto.Q107 (Audio),19510, 3/4,,,Greg5,01-13-03,tholbroo,SorNS,
Anik F1,KU,12170,990,V,,866,CFNY FM Toronto.Edge 102 (Audio),19510, 3/4,,,Greg5,01-13-03,tholbroo,SorNS,
Anik F1,KU,12170,990,V,,869,CJRT FM Toronto.JazzFM 91 (Audio),19510, 3/4,,,Greg5,01-13-03,tholbroo,SorNS,
Anik F1,KU,12170,990,V,,870,CBLA FM CBC Radio One Toronto 99.1 FM (Audio),19510, 3/4,,,Greg5,01-13-03,tholbroo,SorNS,
Anik F1,KU,12170,990,V,,871,CBL FM CBC Radio Two Toronto.94.1 FM (Audio),19510, 3/4,,,Greg5,01-13-03,tholbroo,SorNS,
Anik F1,KU,12170,990,V,,872,104.5 CHUM FM Toronto (Audio),19510, 3/4,,,Greg5,01-13-03,tholbroo,SorNS,
Anik F1,KU,12170,990,V,,873,CKOI 96.9 FM Montreal (Audio),19510, 3/4,,,Greg5,01-13-03,tholbroo,SorNS,
Anik F1,KU,12170,990,V,,874,CFQR FM Montreal.Q92 Little Rock (Audio),19510, 3/4,,,Greg5,01-13-03,tholbroo,SorNS,
Anik F1,KU,12170,990,V,,875,CINW Montreal.940 News (Audio),19510, 3/4,,,Greg5,01-13-03,tholbroo,SorNS,
Anik F1,KU,12170,990,V,,876,CFGL Montreal.Rythme FM 105.7 (Audio),19510, 3/4,,,Greg5,01-13-03,tholbroo,SorNS,
Anik F1,KU,12170,990,V,,877,CITE 107.3 Rock Detente Montreal (Audio),19510, 3/4,,,Greg5,01-13-03,tholbroo,SorNS,
Anik F1,KU,12170,990,V,,878,CKAC 730 Radio Media Montreal (Audio),19510, 3/4,,,Greg5,01-13-03,tholbroo,SorNS,
Anik F1,KU,12183,990,H,,525,Prime TV West,19510, 3/4,,,artphill,09-07-02,elm_sd,SorNS,
Anik F1,KU,12183,990,H,,979,BTV 1,19510, 3/4,,,artphill,09-07-02,elm_sd,SorNS,
Anik F1,KU,12183,990,H,,980,BTV 2,19510, 3/4,,,artphill,09-07-02,elm_sd,SorNS,
Anik F1,KU,12183,990,H,,981,BTV 3,19510, 3/4,,,artphill,09-07-02,elm_sd,SorNS,
Anik F1,KU,12183,990,H,,982,BTV 4,19510, 3/4,,,artphill,09-07-02,elm_sd,SorNS,
Anik F1,KU,12303,990,V,,344,City TV Toronto,19510, 3/4,2,B,artphill,01-15-03,tholbroo,SorNS,
Anik F1,KU,12303,990,V,,523,Bravo Canada,19510, 3/4,1,B,artphill,01-15-03,tholbroo,SorNS,
Anik F1,KU,12333,990,H,,400,TSN,19510, 3/4,22,B,artphill,01-15-03,tholbroo,SorNS,
Anik F1,KU,12333,990,H,,401,TSN Alt.,19510, 3/4,27,B,artphill,01-15-03,tholbroo,SorNS,
Anik F1,KU,12425,990,H,,302,CBC East CBLT Toronto,19510, 7/8,35,Q,artphill,04-28-03,tholbroo,SorNS,
Anik F1,KU,12425,990,H,,397,Ontario Legislature,19510, 7/8,33,I,artphill,01-13-03,tholbroo,ZKorFP,
Anik F1,KU,12547,990,V,,346,CKVR - The New VR,19510, 3/4,3,B,artphill,01-15-03,tholbroo,SorNS,
Anik F1,KU,12577,990,V,,610,SCREAM,19510, 3/4,2,B,artphill,01-13-03,tholbroo,SorNS,
Anik F1,KU,12577,990,V,,615,DiVa,19510, 3/4,2,B,tholbroo,01-13-03,,SorNS,
Anik F1,KU,12608,990,H,,601,TMN 1,19510, 3/4,61,B,artphill,01-13-03,tholbroo,SorNS,
Anik F1,KU,12608,990,H,,602,TMN 2,19510, 3/4,62,B,artphill,01-13-03,tholbroo,SorNS,
Anik F1,KU,12608,990,H,,603,TMN 3,19510, 3/4,63,B,artphill,01-13-03,tholbroo,SorNS,
Anik F1,KU,12608,990,H,,604,TMN 4,19510, 3/4,64,B,artphill,01-13-03,tholbroo,SorNS,
Anik F1,KU,12608,990,H,,605,TMN 5,19510, 3/4,66,B,artphill,01-13-03,tholbroo,SorNS,
Anik F1,KU,12608,990,V,,612,Movie Pix 1,19510, 3/4,65,B,tholbroo,01-13-03,tholbroo,SorNS,
Anik F1,KU,12608,990,V,,613,Movie Pix 2,19510, 3/4,67,B,tholbroo,01-13-03,,SorNS,
Anik F1,KU,12638,990,V,,554,Discovery Civilization,19510, 3/4,4,B,tholbroo,05-23-03,tholbroo,SorNS,
Anik F1,KU,12638,990,H,,563,Discovery Health Channel,19510, 3/4,5,B,Greg5,05-23-03,tholbroo,SorNS,
Anik F1,KU,12638,990,V,,614,IFC - Canada,19510, 3/4,6,B,tholbroo,01-14-03,gunwanti,SorNS,
Anik F1,KU,12669,990,V,,200,Viewers Choice Preview,19510, 3/4,2,B,artphill,01-15-03,tholbroo,ZKorFP,
Anik F1,KU,12669,990,H,,210,Viewers Choice PPV 10,19510, 3/4,3,B,artphill,01-15-03,tholbroo,SorNS,
Anik F1,KU,12669,990,H,,211,Viewers Choice PPV 11,19510, 3/4,4,B,artphill,01-15-03,tholbroo,SorNS,
Anik F1,KU,12669,990,H,,212,Viewers Choice PPV 12,19510, 3/4,5,B,artphill,01-15-03,tholbroo,SorNS,
Anik F1,KU,12669,990,H,,213,Viewers Choice PPV 13,19510, 3/4,6,B,artphill,01-15-03,tholbroo,SorNS,
Anik F1,KU,12669,990,H,,214,Viewers Choice PPV 14,19510, 3/4,7,B,artphill,01-15-03,tholbroo,SorNS,
Anik F1,KU,12669,990,H,,215,Viewers Choice PPV 15,19510, 3/4,8,B,artphill,01-15-03,tholbroo,SorNS,
Anik F1,KU,12669,990,H,,216,Viewers Choice PPV 16,19510, 3/4,9,B,artphill,01-15-03,tholbroo,SorNS,
Anik F1,KU,12669,990,H,,508,Rob TV,19510, 3/4,1,B,artphill,01-15-03,tholbroo,SorNS,
Anik F1,KU,12760,990,V,,227,Viewers Choice PPV 27,19510, 3/4,1,B,tholbroo,01-15-03,,SorNS,
Anik F1,KU,12760,990,V,,228,Viewers Choice PPV 28,19510, 3/4,2,B,tholbroo,01-15-03,,SorNS,
Anik F1,KU,12760,990,V,,229,Viewers Choice PPV 29,19510, 3/4,3,B,tholbroo,01-15-03,,SorNS,
Anik F1,KU,12760,990,V,,230,Viewers Choice PPV 30,19510, 3/4,4,B,tholbroo,01-15-03,,SorNS,
Anik F1,KU,12760,990,V,,231,Viewers Choice PPV 31,19510, 3/4,5,B,tholbroo,01-15-03,,SorNS,
Anik F1,KU,12760,990,V,,232,Viewers Choice PPV 32,19510, 3/4,6,B,tholbroo,01-15-03,,SorNS,
Anik F1,KU,12760,990,V,,233,Viewers Choice PPV 33,19510, 3/4,7,B,tholbroo,01-15-03,,SorNS,
Anik F1,KU,12760,990,V,,234,Viewers Choice PPV 34,19510, 3/4,8,B,tholbroo,01-15-03,,SorNS,
Anik F1,KU,12760,990,V,,235,Viewers Choice PPV 35,19510, 3/4,9,B,artphill,01-15-03,tholbroo,SorNS,
Anik F1,KU,12760,990,V,,236,Viewers Choice PPV 36,19510, 3/4,10,B,artphill,01-15-03,tholbroo,SorNS,
Galaxy 10R,KU,11853,990,V,,600,CCCAcn,4880, 7/8,,,matchett,01-18-05,matchett,ZKorFP,
Galaxy 10R,KU,11853,990,V,,601,CCCSat,4880, 7/8,,,matchett,01-18-05,matchett,ZKorFP,
Galaxy 10R,KU,11985,990,V,,600,Palomar Community College,4880, 7/8,1,B,rodhew,09-07-02,elm_sd,ZKorFP,
Galaxy 10R,KU,11985,990,V,,601,Palomar Community College,4880, 7/8,2,B,rodhew,09-07-02,elm_sd,ZKorFP,
Galaxy 11,KU,11810,990,H,KF,200,Lexus (Color Bar),3250, 3/4,1,B,bradley640,10-31-02,jefflandwehr,MP,
Galaxy 3C,KU,12000,990,V,,,T-Star (Texas),4880, 3/4,1,B,rodhew,06-30-03,elm_sd,ZKorFP,
Galaxy 4R,KU,11780,990,V,KF,180,A&E Biography,19510, 3/4,,,telliott,09-07-02,elm_sd,SorNS,
Galaxy 4R,KU,11780,990,V,KF,181,Trio,19510, 3/4,,,telliott,09-07-02,elm_sd,SorNS,
Galaxy 4R,KU,11780,990,V,KF,182,A & E History International,19510, 3/4,,,telliott,09-07-02,elm_sd,SorNS,
Galaxy 4R,KU,11780,990,V,KF,183,Much Music,19510, 3/4,,,robertfm,09-07-02,elm_sd,SorNS,
Galaxy 4R,KU,11780,990,V,KF,185,MTV 2,19510, 3/4,,,robertfm,09-07-02,elm_sd,SorNS,
Galaxy 4R,KU,11780,990,V,KF,186,Nick Game & Sports,19510, 3/4,,,robertfm,09-07-02,elm_sd,SorNS,
Galaxy 4R,KU,11780,990,V,KF,187,Style,19510, 3/4,,,telliott,09-07-02,elm_sd,SorNS,
Galaxy 4R,KU,11780,990,V,,253,Lifetime Movie Network,19510, 3/4,12,B,artphill,01-28-05,birdview,SorNS,
Galaxy 4R,KU,11780,990,V,,600,Toon Disney,19510, 3/4,5,B,robertfm,01-28-05,birdview,SorNS,
Galaxy 4R,KU,11800,990,H,KG,200,Americas Voice,19510, 3/4,,,artphill,09-07-02,elm_sd,SorNS,
Galaxy 4R,KU,11800,990,H,KG,201,Black Belt tv promo,19510, 3/4,,,seltzer,11-19-04,seltzer,ZKorFP,
Galaxy 4R,KU,11800,990,H,KG,202,ESPN Sports PPV 2,19510, 3/4,,,artphill,11-09-02,Greg5,MP,
Galaxy 4R,KU,11800,990,H,KG,203,ESPN Sports PPV 3,19510, 3/4,,,artphill,11-09-02,Greg5,MP,
Galaxy 4R,KU,11800,990,H,KG,204,ESPN Sports PPV 4,19510, 3/4,,,artphill,11-09-02,Greg5,MP,
Galaxy 4R,KU,11800,990,H,KG,205,ESPN Sports PPV 5,19510, 3/4,,,artphill,11-09-02,Greg5,MP,
Galaxy 4R,KU,11800,990,H,KG,206,Goodlife Tv,19510, 3/4,7,I,artphill,01-15-05,trackerlee,U,
Galaxy 4R,KU,11800,990,H,KG,207,ESPN Now,19510, 3/4,,,rodhew,11-09-02,Greg5,MP,
Galaxy 4R,KU,11800,990,H,KG,207,ESPN Now,19510, 3/4,8,,craig4dtv,04-11-03,,ZKorFP,
Galaxy 4R,KU,11800,990,H,KG,208,Color Bars,19510, 3/4,,,matchett,01-15-05,,U,
Galaxy 4R,KU,11800,990,H,KG,209,ESPN FULL COURT  PPV 7,19510, 3/4,,,artphill,11-09-02,Greg5,MP,
Galaxy 4R,KU,11800,990,H,,603,GoodLife,19510, 3/4,7,,craig4dtv,08-01-03,boblcape,U,
Galaxy 4R,KU,11820,990,V,KF,220,ESPN 2,19510, 3/4,,,artphill,09-07-02,elm_sd,SorNS,
Galaxy 4R,KU,11820,990,V,KF,221,Discovery Home & Leisure,19510, 3/4,,,artphill,09-07-02,elm_sd,SorNS,
Galaxy 4R,KU,11820,990,V,KF,222,Discovery Wings,19510, 3/4,,,artphill,09-07-02,elm_sd,SorNS,
Galaxy 4R,KU,11820,990,V,KF,224,Discovery Civilization,19510, 3/4,,,artphill,09-07-02,elm_sd,SorNS,
Galaxy 4R,KU,11820,990,V,KF,225,ESPN Alternate,19510, 3/4,,,artphill,09-07-02,elm_sd,SorNS,
Galaxy 4R,KU,11820,990,V,KF,226,VH-1 Country,19510, 3/4,,,artphill,09-07-02,elm_sd,SorNS,
Galaxy 4R,KU,11820,990,V,KF,228,VH-1 Classic Rock,19510, 3/4,,,artphill,09-07-02,elm_sd,SorNS,
Galaxy 4R,KU,11820,990,V,,430,Speedvision,19510, 3/4,4,B,artphill,01-28-05,birdview,SorNS,
Galaxy 4R,KU,11820,990,V,,620,National Geographic,19510, 3/4,12,B,artphill,01-28-05,birdview,SorNS,
Galaxy 4R,KU,11820,990,V,,835,DMX- Childrens,19510, 3/4,,,artphill,08-07-03,sean,ZKorFP,
Galaxy 4R,KU,11820,990,V,,836,DMX- Coffee House Rock,19510, 3/4,,,artphill,08-07-03,sean,ZKorFP,
Galaxy 4R,KU,11820,990,V,,837,DMX- Dance,19510, 3/4,,,artphill,08-07-03,sean,ZKorFP,
Galaxy 4R,KU,11820,990,V,,838,DMX- Contemporary Christian,19510, 3/4,,,artphill,08-07-03,sean,ZKorFP,
Galaxy 4R,KU,11820,990,V,,839,DMX- Album Rock,19510, 3/4,,,artphill,08-07-03,sean,ZKorFP,
Galaxy 4R,KU,11820,990,V,,840,DMX- Classic Hits Blend,19510, 3/4,,,artphill,08-07-03,sean,ZKorFP,
Galaxy 4R,KU,11820,990,V,,841,DMX- 80s Hits,19510, 3/4,,,artphill,08-07-03,sean,ZKorFP,
Galaxy 4R,KU,11820,990,V,,842,DMX- 70s Oldies,19510, 3/4,,,artphill,08-07-03,sean,ZKorFP,
Galaxy 4R,KU,11820,990,V,,843,DMX- R&B Rap Hits,19510, 3/4,,,artphill,08-07-03,sean,ZKorFP,
Galaxy 4R,KU,11820,990,V,,844,DMX- Hot Country,19510, 3/4,,,artphill,08-07-03,sean,ZKorFP,
Galaxy 4R,KU,11820,990,V,,845,DMX- Soft Hits,19510, 3/4,,,artphill,08-07-03,sean,ZKorFP,
Galaxy 4R,KU,11820,990,V,,846,DMX- Retro Dance,19510, 3/4,,,artphill,08-07-03,sean,ZKorFP,
Galaxy 4R,KU,11820,990,V,,847,DMX- Acid Jazz,19510, 3/4,,,artphill,08-07-03,sean,ZKorFP,
Galaxy 4R,KU,11820,990,V,,848,DMX- Contemporary Instruments,19510, 3/4,,,artphill,08-07-03,sean,ZKorFP,
Galaxy 4R,KU,11820,990,V,,849,DMX- Lite Jazz,19510, 3/4,,,artphill,08-07-03,sean,ZKorFP,
Galaxy 4R,KU,11820,990,V,,850,DMX- New Age,19510, 3/4,,,artphill,08-07-03,sean,ZKorFP,
Galaxy 4R,KU,11820,990,V,,851,DMX- Holiday & Happenings,19510, 3/4,,,artphill,08-07-03,sean,ZKorFP,
Galaxy 4R,KU,11820,990,V,,852,DMX- Great Singers,19510, 3/4,,,artphill,08-07-03,sean,ZKorFP,
Galaxy 4R,KU,11820,990,V,,853,DMX- 50s Golden Oldies,19510, 3/4,,,artphill,08-07-03,sean,ZKorFP,
Galaxy 4R,KU,11820,990,V,,854,DMX- Reggae,19510, 3/4,,,artphill,08-07-03,sean,ZKorFP,
Galaxy 4R,KU,11840,990,H,KG,220,HBO Plus West,19510, 3/4,,,telliott,08-07-03,sean,SorNS,
Galaxy 4R,KU,11840,990,H,KG,221,HBO Signature West,19510, 3/4,,,telliott,08-07-03,sean,SorNS,
Galaxy 4R,KU,11840,990,H,KG,222,Showtime 2 West,19510, 3/4,,,telliott,08-07-03,sean,SorNS,
Galaxy 4R,KU,11840,990,H,KG,223,TMC West,19510, 3/4,,,telliott,09-07-02,elm_sd,SorNS,
Galaxy 4R,KU,11840,990,H,KG,224,Starz! 2 West,19510, 3/4,,,telliott,09-07-02,elm_sd,SorNS,
Galaxy 4R,KU,11840,990,H,KG,225,Encore Westerns West,19510, 3/4,,,telliott,09-07-02,elm_sd,SorNS,
Galaxy 4R,KU,11840,990,H,KG,226,Encore Love Stories West,19510, 3/4,,,telliott,09-07-02,elm_sd,SorNS,
Galaxy 4R,KU,11840,990,H,KG,227,Encore Mystery West,19510, 3/4,,,telliott,09-07-02,elm_sd,SorNS,
Galaxy 4R,KU,11840,990,H,KG,228,History West,19510, 3/4,,,telliott,09-07-02,elm_sd,SorNS,
Galaxy 4R,KU,11840,990,H,KG,229,Bravo,19510, 3/4,,,telliott,09-07-02,elm_sd,SorNS,
Galaxy 4R,KU,11840,990,H,KG,230,HGTV,19510, 3/4,,,telliott,09-07-02,elm_sd,SorNS,
Galaxy 4R,KU,11880,990,H,KF,240,HBOP,19510, 3/4,,,4dtvglens,08-07-03,sean,SorNS,
Galaxy 4R,KU,11880,990,H,KF,241,HBO Signature East,19510, 3/4,,,telliott,08-07-03,sean,SorNS,
Galaxy 4R,KU,11880,990,H,KF,242,SHO2E,19510, 3/4,,,4dtvglens,09-07-02,elm_sd,SorNS,
Galaxy 4R,KU,11880,990,H,KF,243,TMC East,19510, 3/4,,,telliott,09-07-02,elm_sd,SorNS,
Galaxy 4R,KU,11880,990,H,KF,244,Starz! 2 East,19510, 3/4,,,telliott,09-07-02,elm_sd,SorNS,
Galaxy 4R,KU,11880,990,H,KF,245,Encore Western East,19510, 3/4,,,telliott,09-07-02,elm_sd,SorNS,
Galaxy 4R,KU,11880,990,H,KF,246,Encore Love Stories East,19510, 3/4,,,telliott,09-07-02,elm_sd,SorNS,
Galaxy 4R,KU,11880,990,H,KF,247,Encore Mystery East,19510, 3/4,,,telliott,09-07-02,elm_sd,SorNS,
Galaxy 4R,KU,11880,990,H,KF,248,History East,19510, 3/4,,,artphill,09-07-02,elm_sd,SorNS,
Galaxy 4R,KU,11880,990,H,KF,249,Bravo East,19510, 3/4,,,artphill,09-07-02,elm_sd,SorNS,
Galaxy 4R,KU,11880,990,H,KF,250,HGTV East,19510, 3/4,,,artphill,09-07-02,elm_sd,SorNS,
Galaxy 4R,KU,11880,990,H,KF,253,Espn Classic,19510, 3/4,14,B,bradley640,07-22-03,bradley640,SorNS,
Galaxy 4R,KU,11880,990,H,,825,DMX - Adult Contemporary,19510, 3/4,,,artphill,08-07-03,sean,ZKorFP,
Galaxy 4R,KU,11880,990,H,,826,DMX- Lite Classical,19510, 3/4,,,artphill,08-07-03,sean,ZKorFP,
Galaxy 4R,KU,11880,990,H,,827,DMX- 60s Oldies,19510, 3/4,,,artphill,08-07-03,sean,ZKorFP,
Galaxy 4R,KU,11880,990,H,,828,DMX- Classic Rock,19510, 3/4,,,artphill,08-07-03,sean,ZKorFP,
Galaxy 4R,KU,11880,990,H,,829,DMX- Urban Beat,19510, 3/4,,,artphill,08-07-03,sean,ZKorFP,
Galaxy 4R,KU,11900,990,V,KF,260,PPV In Demand  1,19510, 3/4,,,telliott,09-07-02,elm_sd,SorNS,
Galaxy 4R,KU,11900,990,V,KF,261,PPV In Demand 2,19510, 3/4,,,telliott,09-07-02,elm_sd,SorNS,
Galaxy 4R,KU,11900,990,V,KF,262,PPV In Demand  3,19510, 3/4,,,telliott,09-07-02,elm_sd,SorNS,
Galaxy 4R,KU,11900,990,V,KF,263,PPV In Demand  4,19510, 3/4,,,telliott,09-07-02,elm_sd,SorNS,
Galaxy 4R,KU,11900,990,V,KF,264,PPV In Demand  5,19510, 3/4,,,telliott,09-07-02,elm_sd,SorNS,
Galaxy 4R,KU,11900,990,V,KF,265,PPV In Demand  6,19510, 3/4,,,telliott,09-07-02,elm_sd,SorNS,
Galaxy 4R,KU,11900,990,V,KF,266,PPV In Demand  7,19510, 3/4,,,telliott,09-07-02,elm_sd,SorNS,
Galaxy 4R,KU,11900,990,V,KF,267,TV Land,19510, 3/4,,,telliott,09-07-02,elm_sd,SorNS,
Galaxy 4R,KU,11900,990,V,KF,270,Sci-Fi Channel,19510, 3/4,,,telliott,09-07-02,elm_sd,SorNS,
Galaxy 4R,KU,11900,990,V,KF,273,Womens Entertainment,19510, 3/4,,,telliott,09-07-02,elm_sd,SorNS,
Galaxy 4R,KU,11900,990,V,,421,Outdoor Life Network,19510, 3/4,12,B,artphill,01-28-05,birdview,HITS,
Galaxy 4R,KU,11900,990,V,,820,DMX- Listening Room,19510, 3/4,,,artphill,08-07-03,sean,ZKorFP,
Galaxy 4R,KU,11900,990,V,,821,DMX- Jazz Vocal Blends,19510, 3/4,,,artphill,08-07-03,sean,ZKorFP,
Galaxy 4R,KU,11900,990,V,,822,DMX- Hottest Hits,19510, 3/4,,,artphill,08-07-03,sean,ZKorFP,
Galaxy 4R,KU,11900,990,V,,823,DMX- Modern Country,19510, 3/4,,,artphill,08-07-03,sean,ZKorFP,
Galaxy 4R,KU,11900,990,V,,824,DMX- Alternative Rock,19510, 3/4,,,artphill,08-07-03,sean,ZKorFP,
Galaxy 4R,KU,11920,990,H,KG,280,Discovery Kids,19510, 3/4,,,artphill,09-07-02,elm_sd,SorNS,
Galaxy 4R,KU,11920,990,H,KG,281,Discovery Science,19510, 3/4,,,artphill,09-07-02,elm_sd,SorNS,
Galaxy 4R,KU,11920,990,H,KG,282,Golf Channel,19510, 3/4,,,telliott,09-07-02,elm_sd,SorNS,
Galaxy 4R,KU,11920,990,H,KG,283,Discovery Health,19510, 3/4,,,telliott,09-07-02,elm_sd,SorNS,
Galaxy 4R,KU,11920,990,H,KG,284,ESPNews,19510, 3/4,,,danimal88,03-19-04,danimal88,SorNS,
Galaxy 4R,KU,11920,990,H,KG,285,IFC,19510, 3/4,,,telliott,09-07-02,elm_sd,SorNS,
Galaxy 4R,KU,11920,990,H,KG,286,Game Show Network,19510, 3/4,,,artphill,09-07-02,elm_sd,SorNS,
Galaxy 4R,KU,11920,990,H,KG,288,Spice,19510, 3/4,,,telliott,09-07-02,elm_sd,SorNS,
Galaxy 4R,KU,11920,990,H,KG,290,Fox Sports World,19510, 3/4,,,telliott,09-07-02,elm_sd,SorNS,
Galaxy 4R,KU,11920,990,H,KG,291,BBC America,19510, 3/4,,,artphill,09-07-02,elm_sd,SorNS,
Galaxy 4R,KU,11920,990,H,KG,292,Turner Classic Movies,19510, 3/4,,,artphill,11-10-02,feinstei,MP,
Galaxy 4R,KU,11920,990,H,KG,293,Nick Noggin,19510, 3/4,,,artphill,09-07-02,elm_sd,SorNS,
Galaxy 4R,KU,11920,990,H,,401,ESPNEWS,19510, 3/4,5,B,telliott,07-22-03,bradley640,SorNS,
Galaxy 4R,KU,11940,990,V,KF,280,Newsworld Int.,19510, 3/4,,,telliott,09-07-02,elm_sd,SorNS,
Galaxy 4R,KU,11940,990,V,KF,281,Starz! 3 BET,19510, 3/4,,,telliott,09-07-02,elm_sd,SorNS,
Galaxy 4R,KU,11940,990,V,KF,282,Oviation,19510, 3/4,,,telliott,09-07-02,elm_sd,SorNS,
Galaxy 4R,KU,11940,990,V,KF,283,Action PPV,19510, 3/4,,,telliott,09-07-02,elm_sd,SorNS,
Galaxy 4R,KU,11940,990,V,KF,284,PPV,19510, 3/4,,,4dtvglens,09-07-02,elm_sd,SorNS,
Galaxy 4R,KU,11940,990,V,KF,285,VH1 Soul,19510, 3/4,,,telliott,09-07-02,elm_sd,SorNS,
Galaxy 4R,KU,11940,990,V,KF,286,MTV-X,19510, 3/4,,,telliott,09-07-02,elm_sd,SorNS,
Galaxy 4R,KU,11940,990,V,KF,287,International Channel,19510, 3/4,,,artphill,09-07-02,elm_sd,SorNS,
Galaxy 4R,KU,11940,990,V,KF,288,Bet on Jazz,19510, 3/4,,,artphill,09-07-02,elm_sd,SorNS,
Galaxy 4R,KU,11940,990,V,KF,289,Sundance West,19510, 3/4,,,artphill,09-07-02,elm_sd,SorNS,
Galaxy 4R,KU,11940,990,V,KF,292,Bet on jazz,19510, 3/4,,,4dtvglens,09-07-02,elm_sd,SorNS,
Galaxy 4R,KU,11940,990,V,KF,293,Sundance west,19510, 3/4,,,4dtvglens,09-07-02,elm_sd,SorNS,
Galaxy 4R,KU,11940,990,H,,830,DMX- Urban Adult Contemporary,19510, 3/4,,,artphill,08-07-03,sean,ZKorFP,
Galaxy 4R,KU,11940,990,H,,831,DMX- Rap,19510, 3/4,,,artphill,08-07-03,sean,ZKorFP,
Galaxy 4R,KU,11940,990,H,,832,DMX- Classic Jazz,19510, 3/4,,,artphill,08-07-03,sean,ZKorFP,
Galaxy 4R,KU,11940,990,H,,833,DMX- Blues,19510, 3/4,,,artphill,08-07-03,sean,ZKorFP,
Galaxy 4R,KU,11940,990,H,,834,DMX- Gospel,19510, 3/4,,,artphill,08-07-03,sean,ZKorFP,
Galaxy 4R,KU,11940,990,H,,855,DMX- Trends,19510, 3/4,,,artphill,08-07-03,sean,ZKorFP,
Galaxy 4R,KU,11940,990,H,,856,DMX- Symphonic,19510, 3/4,,,artphill,08-07-03,sean,ZKorFP,
Galaxy 4R,KU,12040,990,H,KE,120,Encore True Stories East,19510, 3/4,,,telliott,09-07-02,elm_sd,SorNS,
Galaxy 4R,KU,12040,990,H,KE,121,Encore Action East,19510, 3/4,,,telliott,09-07-02,elm_sd,SorNS,
Galaxy 4R,KU,12040,990,H,KE,122,HBO East,19510, 3/4,,,telliott,08-07-03,sean,SorNS,
Galaxy 4R,KU,12040,990,H,KE,123,Showtime East,19510, 3/4,,,telliott,08-07-03,sean,SorNS,
Galaxy 4R,KU,12040,990,H,KE,126,Cinemax East,19510, 3/4,,,telliott,08-07-03,sean,SorNS,
Galaxy 4R,KU,12040,990,H,KE,127,More Max East,19510, 3/4,,,telliott,09-07-02,elm_sd,SorNS,
Galaxy 4R,KU,12040,990,H,KE,128,HBO Family East,19510, 3/4,,,telliott,08-07-03,sean,SorNS,
Galaxy 4R,KU,12040,990,H,KE,129,Showtime 3 East,19510, 3/4,,,telliott,08-07-03,sean,SorNS,
Galaxy 4R,KU,12040,990,H,KE,130,Encore East,19510, 3/4,,,artphill,09-07-02,elm_sd,SorNS,
Galaxy 4R,KU,12040,990,H,KE,131,Starz! East,19510, 3/4,,,artphill,09-07-02,elm_sd,SorNS,
Galaxy 4R,KU,12040,990,H,KE,132,Showtime Extreme East,19510, 3/4,,,artphill,08-07-03,sean,SorNS,
Galaxy 4R,KU,12040,990,H,KE,133,TMC 2 East,19510, 3/4,,,artphill,09-07-02,elm_sd,SorNS,
Galaxy 4R,KU,12060,990,V,KF,380,Encore True Stories West,19510, 3/4,,,artphill,09-07-02,elm_sd,SorNS,
Galaxy 4R,KU,12060,990,V,KF,381,Encore Action West,19510, 3/4,,,artphill,09-07-02,elm_sd,SorNS,
Galaxy 4R,KU,12060,990,V,KF,382,HBO West,19510, 3/4,,,artphill,08-07-03,sean,SorNS,
Galaxy 4R,KU,12060,990,V,KF,383,Showtime West,19510, 3/4,,,artphill,08-07-03,sean,SorNS,
Galaxy 4R,KU,12060,990,V,KF,386,Cinemax West,19510, 3/4,,,artphill,08-07-03,sean,SorNS,
Galaxy 4R,KU,12060,990,V,KF,387,More Max West,19510, 3/4,,,artphill,09-07-02,elm_sd,SorNS,
Galaxy 4R,KU,12060,990,V,KF,388,HBO Family West,19510, 3/4,,,artphill,08-07-03,sean,SorNS,
Galaxy 4R,KU,12060,990,V,KF,389,Showtime 3 West,19510, 3/4,,,artphill,08-07-03,sean,SorNS,
Galaxy 4R,KU,12060,990,V,KF,390,Encore West,19510, 3/4,,,artphill,09-07-02,elm_sd,SorNS,
