Satellite,Position,Band,DL Frequency,Polarity,Description,SR,Modulation,FEC,VPID,UM,Spectrum Inversion,APID,PCR,Transport ID, Network ID,Service ID,4:2:2 Video,AC-3 Audio,Source,Updated,Updater,Encryption
AMC 6,72.00,C,3991,V,Pennsylvania Cable Network,4167.5,QPSK, 3/4,4096,,A,4097,4096,,,,,,Copykat,01-02-05,Copykat,
AMC 6,72.00,C,4040,V,Sports O/V Feed,6600,QPSK, 3/4,3601,,A,3604,3601,,,,,,Nickh30,07-18-04,,
AMC 6,72.00,C,4060,H,ERA 1,21000,, 3/4,,,A,660,8190,,,21,,,boblcape,09-02-04,boblcape,
AMC 6,72.00,C,4060,H,ERA 5,21000,, 3/4,,,A,661,8190,,,5,,,boblcape,09-02-04,boblcape,
AMC 6,72.00,C,4060,H,ERA Sport,21000,, 3/4,,,A,662,8190,,,23,,,boblcape,09-02-04,boblcape,
AMC 6,72.00,C,4060,H,Radio Greece,21000,QPSK, 3/4,,,A,663,8190,,,24,,,boblcape,09-02-04,boblcape,
AMC 6,72.00,C,4060,H,Radio Profit,21000,, 3/4,,,A,664,8190,,,25,,,boblcape,09-02-04,boblcape,
AMC 6,72.00,C,4060,H,Leonardo World,21000,, 3/4,512,,A,640,8190,1,,1,,,djkolokythas,09-17-04,boblcape,
AMC 6,72.00,C,4060,H,Unitel,21000,QPSK, 3/4,513,,A,641,8190,1,,2,,,johncos,09-17-04,boblcape,
AMC 6,72.00,C,4060,H,Unitel Test 2,21000,QPSK, 3/4,514,,A,642,8190,1,,3,,,johncos,09-02-04,boblcape,
AMC 6,72.00,C,4060,H,OTE Promo (Greek),21000,QPSK, 3/4,515,,A,643,8190,1,,4,,,johncos,09-02-04,boblcape,
AMC 6,72.00,C,4060,H,Alter Globe,21000,QPSK, 3/4,516,,A,644,8190,1,,5,,,johncos,09-02-04,boblcape,
AMC 6,72.00,C,4060,H,Sky TG 24,21000,QPSK, 3/4,517,,A,645,8190,1,,6,,,johncos,09-02-04,boblcape,
AMC 6,72.00,C,4060,H,ERT Sat,21000,QPSK, 3/4,518,,A,646,8190,1,,7,,,johncos,09-02-04,boblcape,
AMC 6,72.00,C,4060,H,MEGA Cosmos,21000,QPSK, 3/4,519,,A,647,8190,1,,8,,,johncos,09-02-04,boblcape,
AMC 6,72.00,C,4100,H,ESPN CFB HD O/V,29270,, 3/4,308,on,A,102,308,,,,,,jaydee353,08-28-04,jaydee353,
AMC 6,72.00,C,4100,H,Occasional Feeds,18333,QPSK, 7/8,33,,A,36,33,,,,,,Nickh30,07-24-04,,
AMC 6,72.00,C,4140,H,DSNG o/v,13234,QPSK, 3/4,308,,A,256,8190,1,,1,on,,boblcape,08-28-04,,
AMC 7,137.00,C,3780,V,Unknown digital carrier,20000,, ,,,A,,,,,,,,telliott,10-17-02,,
AMC 7,137.00,C,3790,H,nolock qpsk,18610,, ,,,,,,,,,,,realfun,10-17-02,telliott,
AMC 7,137.00,C,3880,H,KTUU NBC Anchorage,25194,QPSK, 3/4,256,on,Y,257,256,,,,,,tmunsey,12-27-03,spyder,
AMC 7,137.00,C,3880,H,KTBY FOX Anchorage,25194,QPSK, 3/4,272,on,Y,273,272,,,,,,tmunsey,12-27-03,spyder,
AMC 7,137.00,C,3880,H,KYES UPN 5 Anchorage AK,25194,QPSK, 3/4,288,on,Y,289,288,,,,,,tmunsey,12-27-03,spyder,
AMC 7,137.00,C,3880,H,KAKM PBS Anchorage,25194,QPSK, 3/4,304,on,Y,305,304,,,,,,tmunsey,12-27-03,spyder,
AMC 7,137.00,C,3880,H,KTVA CBS Anchorage,25194,QPSK, 3/4,320,on,Y,321,320,,,,,,tmunsey,12-27-03,spyder,
AMC 7,137.00,C,3880,H,KIMO ABC Anchorage,25194,QPSK, 3/4,336,on,Y,337,336,,,,,,tmunsey,12-27-03,spyder,
AMC 7,137.00,C,3920,H,two audio channels + data,28105,, 3/4,,,Y,321,383,0137,0001,0005,,,FBruenjes,10-17-02,telliott,on
AMC 7,137.00,C,3920,H,two audio channels + data,28105,, 3/4,,,Y,337,367,,,,,,telliott,10-17-02,,on
AMC 8,139.00,C,3748,V,No pids or data,1446,, 2/3,,,A,,,,,,,,lionel1,03-11-04,lionel1,
AMC 8,139.00,C,3757,V,data,1255,, 2/3,,,,,,,,,,,telliott,01-11-02,,
AMC 8,139.00,C,3995,V,no pids,5025,, 2/3,,,,,,,,,,,FBruenjes,05-30-02,rodhew,
AMC 8,139.00,C,3997,V,Nopids/ Data ?,3351,, 2/3,,,A,,,,,,,,lionel1,03-11-04,,
AMC 8,139.00,C,4004,V,no pids,5025,, 2/3,,,,,,,,,,,FBruenjes,05-30-02,rodhew,
AMC 8,139.00,C,4026,V,????,1674,, 2/3,,,Y,,,,,,,,telliott,12-20-02,rodhew,
AMC 8,139.00,C,4038,V,Unknown,3385,, ,,,A,,,,,,,,usskies,12-13-04,,
AMC 8,139.00,C,4047,V,data(StarGuide 3),5025,, 2/3,,,,,,,,,,,telliott,01-11-02,ntdws,
AMC 8,139.00,C,4059,H,KTOO FM - Juneau (NPR),8100,, 3/4,0,,A,2122,0,,,,,,dvbfta,05-26-03,,
AMC 8,139.00,C,4059,H,Alaska Two - Juneau,8100,, 3/4,2160,,,2120,2160,,,,,,mallwiz,05-26-03,dvbfta,
AMC 8,139.00,C,4059,H,Alaska Three - Juneau,8100,, 3/4,2260,,,2220,2260,,,,,,mallwiz,05-26-03,dvbfta,
AMC 8,139.00,C,4107,V,data,5025,, 2/3,,,,,,,,,,,zoraq,01-11-02,,
AMC 8,139.00,C,4116,V,data,3350,, 2/3,,,,,,,,,,,zoraq,01-11-02,,
AMC 8,139.00,C,4127,V,no pids,10054,, 2/3,,,,,,,,,,,zoraq,02-02-02,FBruenjes,
AMC 8,139.00,C,4160,V,no pids,10050,, 2/3,,,,,,,,,,,FBruenjes,02-23-03,kidd60,
AMC 8,139.00,C,4168,H,KBYR AM 700 Talk Radio,4199,, 3/4,,,,1213,,,,,,,loba55,06-19-02,loba55,
AMC 8,139.00,C,4168,H,Ak Rural Comm Service,4199,, 3/4,1110,,,1211,,,,,,,tmunsey,01-11-02,tmunsey,
AMC 8,139.00,C,4179,H,Alaska One - PBS,4199,, 3/4,1160,,A,1120,1160,,,,,,tmunsey,09-05-03,tmunsey,
AMC 8,139.00,C,4180,H,Alaska One,4200,, ,1160,,A,1120,,,,,,,droz,12-21-03,,
AMC 9,85.00,C,3820,H,FOX Sports Net HD o/v,27500,QPSK, 3/4,308,on,A,256,8190,1,,1,,,boblcape,08-27-04,,
AMC 9,85.00,C,3820,H,Fox Sports HD Feed,26368,QPSK, 5/6,33,on,A,36,33,,,,,,birdview,12-01-04,,
AMC 9,85.00,C,3820,H,Fox Sports HD Feed,27018,QPSK, 5/6,33,on,A,36,33,,,,,,birdview,12-26-04,,
AMC 9,85.00,C,3840,V,ESPN HD Feed,29270,QPSK, 3/4,308,on,A,256,8190,,,,,on,birdview,01-13-05,,
AMC 9,85.00,C,3840,V,InDemand HD Feed,26368,QPSK, 3/4,33,on,A,36,33,,,,,,birdview,12-26-04,,
AMC 9,85.00,C,4060,H,Rainbow HD News O/V,14000,QPSK, 5/6,308,,A,256,8190,,,,,,Nickh30,09-03-04,,
AMC 9,85.00,C,4060,H,Sports O/V Feeds,27500,QPSK, 3/4,513,,A,644,8190,,,,,,Nickh30,01-16-05,Nickh30,
AMC 9,85.00,C,4106,V,??? (MPEG 1.5),6145,, ,,,A,,,,,,,,rodhew,02-23-03,telliott,on
AMC 9,85.00,C,4120,V,Fox Sports HD Feed,27018,QPSK, 3/4,33,,A,44,33,,,,,,birdview,03-15-04,birdview,
AMC 9,85.00,C,4133,V,Autotote (MPEG-1.5),6145,, ,,,A,,,,,,,,rodhew,02-23-03,telliott,on
AMC 9,85.00,C,4146,V,Autotote (MPEG-1.5),6145,, ,,,A,,,,,,,,rodhew,02-23-03,telliott,on
Anik E2R,111.10,C,3861,V,Classic,28340,, 7/8,,,A,2822,2822,,,,,,spyder,03-27-04,,on
Anik E2R,111.10,C,3861,V,Magneothequ ?,28340,, 7/8,,,A,2422,2422,,,,,,spyder,03-27-04,,
Anik E2R,111.10,C,3861,V,MM AA,28340,, 7/8,,,A,1120,1120,,,,,,spyder,03-27-04,spyder,on
Anik E2R,111.10,C,3861,V,Radio Mutue,28340,, 7/8,,,A,2220,2220,,,,,,spyder,03-27-04,,on
Anik E2R,111.10,C,3861,V,RDS audio/4,28340,, 7/8,,,A,2520,2520,,,,,,spyder,03-27-04,,on
Anik E2R,111.10,C,3861,V,TV5 France,28340,, 7/8,,,A,1822,1822,,,,,,spyder,03-27-04,,on
Anik E2R,111.10,C,3861,V,Blue Bonnet,28340,QPSK, 7/8,2160,,A,2120,2160,100,1,230,,,spyder,10-12-04,boblcape,on
Anik E2R,111.10,C,3861,V,OCCUS,28340,, 7/8,2260,,A,2622,2260,,,,,,spyder,03-27-04,,
Anik E2R,111.10,C,3861,V,channel one,28340,, 7/8,2360,,A,2320,2360,,,,,,spyder,03-27-04,,
Anik E2R,111.10,C,3861,V,Tele Quebec,28340,, 7/8,2360,,A,2320,2360,,,,,,spyder,03-27-04,,
Anik E2R,111.10,C,3861,V,RDS,28340,, 7/8,2560,,A,2520,2560,,,,,,spyder,03-27-04,,on
Anik E2R,111.10,C,3861,V,WETV,28340,, 7/8,2660,,A,2620,2660,,,,,,spyder,03-27-04,,
Anik E2R,111.10,C,3861,V,ASN,28340,, 7/8,2760,,A,2720,2760,,,,,,spyder,03-27-04,,
Anik E2R,111.10,C,3861,V,Canal Nouve,28340,, 7/8,2860,,A,2820,2860,,,,,,spyder,03-27-04,,on
Anik E2R,111.10,C,3871,H,No Pids,1859,, ,,,A,,,,,,,,loba55,12-18-04,,
Anik E2R,111.10,C,3874,H,????,2727,QPSK, 2/3,,,N,,,,,,,,telliott,09-09-03,rodhew,
Anik E2R,111.10,C,4006,H,Flamboro Downs,6530,QPSK, 3/4,1110,,Y,1211,1110,,,,,,Copykat,07-05-02,Nickh30,
Anik F1,107.30,C,3720,H,Non-IP Data???,30031,, 7/8,,,A,,,,,,,,cowarda,11-17-04,cowarda,
Anik F1,107.30,C,3760,H,CBC  8PSK AT1,28500,8PSK, 5/6,512,,,650,128,1,2,1,on,,telliott,01-16-02,rodhew,
Anik F1,107.30,C,3760,H,CBC 8PSK PTV,28500,8PSK, 5/6,513,,,651,129,1,2,2,on,,mrfeeds1,01-16-02,rodhew,
Anik F1,107.30,C,3760,H,CBC 8PSK ETM,28500,8PSK, 5/6,514,,,652,130,1,2,3,on,,mrfeeds1,01-16-02,rodhew,on
Anik F1,107.30,C,3760,H,CBC 8PSK MTN,28500,8PSK, 5/6,515,,,653,131,1,2,4,on,,mrfeeds1,01-16-02,rodhew,on
Anik F1,107.30,C,3760,H,CBC 8PSK PTN,28500,8PSK, 5/6,516,,,654,132,1,2,5,on,,mrfeeds1,01-16-02,rodhew,on
Anik F1,107.30,C,3760,H,CBC 8PSK OCC,28500,8PSK, 5/6,517,,,655,133,1,2,6,on,,mrfeeds1,01-16-02,rodhew,on
Anik F1,107.30,C,3760,H,CBC 8PSK ATJ,28500,8PSK, 5/6,518,,,656,134,1,2,7,on,,mrfeeds1,01-16-02,rodhew,on
Anik F1,107.30,C,3780,V,Classic,28346,QPSK, 7/8,,,N,2822,2822,,,,,,telliott,10-31-02,tholbroo,on
Anik F1,107.30,C,3780,V,Magneotheque,28346,QPSK, 7/8,,,A,2422,2422,100,,311,,,Copykat,11-13-04,boblcape,on
Anik F1,107.30,C,3780,V,Radio Humsafar,28346,QPSK, 7/8,,,A,2122,2122,100,,250,,,boblcape,11-13-04,,on
Anik F1,107.30,C,3780,V,Radio Mutuel,28346,QPSK, 7/8,,,A,2220,2220,,,310,,,andres,03-16-04,boblcape,on
Anik F1,107.30,C,3780,V,RDS audio,28346,QPSK, 7/8,,,A,2520,2520,,,325,,,telliott,03-16-04,boblcape,on
Anik F1,107.30,C,3780,V,Blue Bonnet,28346,QPSK, 7/8,2160,,A,2120,2160,,,230,,,Gary4ever1,04-17-04,boblcape,on
Anik F1,107.30,C,3780,V,Occasional feed,28346,QPSK, 7/8,2260,,A,2622,2260,,,5,,,andres,03-11-04,boblcape,
Anik F1,107.30,C,3780,V,Astral Radio,28346,QPSK, 7/8,2360,,A,2420,2360,,,241,,,boblcape,03-11-04,,
Anik F1,107.30,C,3780,V,Télé-Québec,28346,QPSK, 7/8,2360,on,A,2320,2360,,,240,,,FBRUENJES,03-11-04,boblcape,
Anik F1,107.30,C,3780,V,RDS,28346,QPSK, 7/8,2560,,A,2520,2560,,,,,,andres,07-18-02,Copykat,on
Anik F1,107.30,C,3780,V,WETV,28346,QPSK, 7/8,2660,,A,2620,2660,,,340,,,cpd,03-20-04,boblcape,
Anik F1,107.30,C,3780,V,ASN (Atlantic Satellite Network),28346,QPSK, 7/8,2760,,A,2720,2760,,,315,,,Copykat,03-09-04,boblcape,
Anik F1,107.30,C,3780,V,Canal Nouvell,28346,QPSK, 7/8,2860,,A,2820,2860,,,,,,andres,07-18-02,Copykat,on
Anik F1,107.30,C,3840,H,Fox Sports HD Feed,27018,QPSK, 5/6,33,on,A,44,33,,,,,,birdview,11-29-04,,
Anik F1,107.30,C,3840,H,FSN HD Feeds O/V,27018,, 5/6,33,on,A,36,33,,,,,,jaydee353,09-01-04,,
Anik F1,107.30,C,3840,H,InHD Sports Feeds O/V,26375,, 5/6,33,on,A,36,33,,,,,,jaydee353,08-21-04,,
Anik F1,107.30,C,3847,V,Governement of Newfoundland (Legislature) o/v,4936,QPSK, 2/3,1110,,Y,1211,1110,01,01,01,,,Nickh30,11-27-04,boblcape,
Anik F1,107.30,C,3860,H,CBC Feed alternate audio,5860,QPSK, 3/4,308,,A,257,8190,,,,on,,Copykat,07-27-02,,
Anik F1,107.30,C,3860,H,CBC Feed ETN-3,5860,QPSK, 3/4,308,,A,256,8190,,,,on,,Copykat,07-27-02,,
Anik F1,107.30,C,3886,V,??? (MPEG-1.5),6145,, ,,,A,,,,,,,,rodhew,02-23-03,telliott,on
Anik F1,107.30,C,3900,V,Blackout Channel,14000,QPSK, 7/8,,,A,1322,1322,,1,10,,,boblcape,11-13-04,,on
Anik F1,107.30,C,3900,V,Global TV MCPC,14000,QPSK, 7/8,1160,,A,1120,1160,,1,340-34,,,Gary4ever1,11-13-04,boblcape,on
Anik F1,107.30,C,3900,V,Global Gateway,14000,QPSK, 7/8,1260,,Y,1220,1260,,1,350,,,telliott,11-13-04,boblcape,on
Anik F1,107.30,C,3900,V,WHL/Shaw/Corus,14000,QPSK, 7/8,1360,,A,1320,1360,,1,400,,,boblcape,11-13-04,,on
Anik F1,107.30,C,3920,H,SRC 8PSK,28500,8PSK, 5/6,,,A,,,,,,,,rodhew,04-30-04,rodhew,
Anik F1,107.30,C,3927,V,TVNC Whitehorse,6150,QPSK, 7/8,1110,,Y,1211,1110,1,,1,,,Nickh30,08-10-04,boblcape,
Anik F1,107.30,C,3936,V,Tone Calibrate,6150,QPSK, 7/8,,,A,1122,1122,,1,10,,,Gary4ever1,11-13-04,boblcape,on
Anik F1,107.30,C,3936,V,APTN Winnipeg,6150,, 7/8,1160,,,1120,,,,,,,Gary4ever1,07-20-01,,on
Anik F1,107.30,C,3936,V,APTN - North,6150,, 7/8,1360,,,1320,,,,,,,Gary4ever1,08-13-01,Nickh30,on
Anik F1,107.30,C,3944,V,RFO Télé St. Pierre et Miquelon (MPEG 1.5),6145,, ,,,A,,,,,,,,telliott,02-23-03,telliott,on
Anik F1,107.30,C,3953,V,??? (MPEG-1.5),6145,, ,,,A,,,,,,,,rodhew,02-23-03,telliott,on
Anik F1,107.30,C,3960,H,Radio Canada(L) Cue channel(R),6500,QPSK, 7/8,,,A,1122,,,,,,,Copykat,07-27-02,Copykat,
Anik F1,107.30,C,3960,H,SRC/CBC,6500,QPSK, 7/8,1160,,A,1120,1160,,,,,,photoman76,07-27-02,Copykat,
Anik F1,107.30,C,3965,V,??? (MPEG-1.5),6145,, ,,,A,,,,,,,,rodhew,02-23-03,telliott,on
Anik F1,107.30,C,3975,V,??? (MPEG-1.5),6145,, ,,,A,,,,,,,,rodhew,02-23-03,telliott,on
Anik F1,107.30,C,3985,V,??? (MPEG-1.5),6145,, ,,,A,,,,,,,,rodhew,02-23-03,telliott,on
Anik F1,107.30,C,3985,H,??? (MPEG-1.5),6145,, ,,,A,,,,,,,,rodhew,02-23-03,telliott,on
Anik F1,107.30,C,3993,V,WWJ CBS-Detroit (MPEG-1.5),6145,, ,145,,A,,,,,,,,rodhew,02-23-03,telliott,on
Anik F1,107.30,C,3994,H,??? (MPEG-1.5),6145,, ,,,A,,,,,,,,rodhew,02-23-03,telliott,on
Anik F1,107.30,C,4000,H,FOX Sports Net HD O/V,27018,, 5/6,33,on,A,36,33,,,,,,jaydee353,08-21-04,jaydee353,
Anik F1,107.30,C,4006,V,NASCAR/ov,7440.70,, 7/8,3601,,A,3604,3601,,,,on,,Anonymous,07-14-03,Nickh30,
Anik F1,107.30,C,4016,V,Speed O/V Feeds,15501.50,QPSK, 7/8,3601,,N,3604,3601,1,65535,1,on,,Nickh30,07-11-03,,
Anik F1,107.30,C,4020,V,Sports/Golf/ov,7440.70,, 7/8,33,,A,36,33,,,,on,,Anonymous,07-14-03,Nickh30,
Anik F1,107.30,C,4030,H,CBC 8PSK Feeds,7000,8PSK, 5/6,308,,A,256,8190,,,,on,,rodhew,06-07-02,rodhew,
Anik F1,107.30,C,4033,V,Speed O/V Return,2480.20,QPSK, 7/8,33,,N,36,33,1,65535,2,,,Nickh30,07-11-03,,
Anik F1,107.30,C,4033,V,Sports/Golf/ov,7440.7,, 7/8,33,,A,36,33,,,,on,,Anonymous,07-14-03,Nickh30,
Anik F1,107.30,C,4040,H,CBC 8PSK Feeds,7000,8PSK, 5/6,308,,A,256,8190,,,,on,,rodhew,06-07-02,rodhew,
Anik F1,107.30,C,4050,H,CBC 8PSK Feeds,7000,8PSK, 5/6,513,,A,256,8190,,,,on,,rodhew,06-07-02,rodhew,
Anik F1,107.30,C,4060,V,BFBS Radio 1,28346,QPSK, 7/8,,,A,1522,,,,,,,Copykat,11-02-02,tholbroo,
Anik F1,107.30,C,4060,V,CITÉ RockDétante (Montréal),28346,QPSK, 7/8,,,A,1720,,,,,,,FBRUENJES,07-18-02,Copykat,
Anik F1,107.30,C,4060,V,CKAC 730 (Montréal),28346,QPSK, 7/8,,,A,1722,,,,,,,Copykat,07-18-02,,
Anik F1,107.30,C,4060,V,Classic,28346,QPSK, 7/8,,,A,204,510,,,,,,Gary4ever1,03-28-04,boblcape,on
Anik F1,107.30,C,4060,V,MétéoMédia(L) Classical music(R),28346,QPSK, 7/8,,,A,1122,,,,,,,Nickh30,07-07-04,tholbroo,on
Anik F1,107.30,C,4060,V,RFI - Radio France Internationale,28346,QPSK, 7/8,,,A,304,304,,,229,,,Copykat,03-16-04,boblcape,on
Anik F1,107.30,C,4060,V,MétéoMédia,28346,QPSK, 7/8,110,on,A,102,110,,,205,,,FBRUENJES,07-07-04,tholbroo,on
Anik F1,107.30,C,4060,V,TV 5,28346,QPSK, 7/8,210,,A,202,210,,,225,,,Gary4ever1,03-16-04,boblcape,on
Anik F1,107.30,C,4060,V,TV5 USA,28346,QPSK, 7/8,310,on,A,302,310,,,220,,,FBRUENJES,03-16-04,boblcape,on
Anik F1,107.30,C,4060,V,Musique Plus,28346,QPSK, 7/8,410,,A,402,410,,,350,,,andres,03-16-04,boblcape,on
Anik F1,107.30,C,4060,V,Musimax + Classic,28346,QPSK, 7/8,510,,A,502,510,,,390,,,andres,03-16-04,boblcape,on
Anik F1,107.30,C,4060,V,RDI / POP,28346,QPSK, 7/8,610,on,A,602,610,,,235,,,Gary4ever1,03-16-04,boblcape,on
Anik F1,107.30,C,4060,V,Encoder 7,28346,QPSK, 7/8,710,,A,702,710,200,2,450,,,boblcape,10-21-04,boblcape,
Anik F1,107.30,C,4060,V,RDS,28346,QPSK, 7/8,710,,A,702,710,2,200,2,,,boblcape,11-23-04,boblcape,on
Anik F1,107.30,C,4060,V,RDS Dolby,28346,QPSK, 7/8,710,on,A,700,710,2,2,422,,on,boblcape,11-23-04,boblcape,on
Anik F1,107.30,C,4100,V,CTV Red/Test Card,28346,QPSK, 7/8,1160,,A,1120,1160,,2,201,,,dmatch,11-01-04,boblcape,
Anik F1,107.30,C,4100,V,CTV Green/Test Card,28346,QPSK, 7/8,1260,,A,1220,1260,,2,202,,,dmatch,11-01-04,boblcape,
Anik F1,107.30,C,4100,V,CTV Blue/Test Card,28346,QPSK, 7/8,1360,,A,1320,1360,,2,203,,,dmatch,11-01-04,boblcape,
Anik F1,107.30,C,4100,V,CBC Newsworld International,28346,QPSK, 7/8,1460,,A,1420,1460,,,,,,dmatch,12-27-03,spyder,
Anik F1,107.30,C,4100,V,Telesat Demo,28346,QPSK, 7/8,1560,,A,1520,1560,1,,231,,,boblcape,12-01-04,,on
Anik F1,107.30,C,4100,V,The Weather Network,28346,QPSK, 7/8,1660,,A,1620,1660,,,241,,,dmatch,09-15-04,boblcape,on
Anik F1,107.30,C,4113,H,O/V Feed (Speed),11719.10,QPSK, 5/6,33,,N,36,33,1,65535,2,on,,Nickh30,03-12-04,,
Anik F1,107.30,C,4117,H,Nascar O/V feeds,6200.60,QPSK, 7/8,33,,N,36,33,1,65535,2,on,,Nickh30,06-08-03,,
Anik F1,107.30,C,4120,H,FOX Sports Feed,27018,QPSK, 5/6,33,on,A,44,33,,,,,,birdview,01-14-05,,
Anik F1,107.30,C,4132,V,NASCAR O/V Feeds,13641,QPSK, 7/8,33,,A,36,33,,,,on,,Anonymous,02-16-03,,
Anik F1,107.30,C,4137,V,Sports O/V,7440.7,QPSK, 7/8,33,,N,36,33,1,65535,2,on,,Nickh30,07-19-03,,
Anik F1,107.30,C,4180,V,CTV- 8PSK mux,28500,8PSK, 5/6,0,,A,0,0,,,,,,rodhew,01-11-05,jaydee353,
Anik F1,107.30,C,4180,V,CTV Red,28500,8PSK, 5/6,512,,A,650,128,,,,on,,rodhew,01-17-04,,
Anik F1,107.30,C,4180,V,CTV Blue,28500,8PSK, 5/6,513,,A,660,129,,,,on,,rodhew,01-17-04,,
Anik F1,107.30,C,4180,V,CFCF,28500,8PSK, 5/6,514,,A,670,130,,,,on,,rodhew,01-17-04,,
Anik F1,107.30,C,4180,V,CKCO,28500,8PSK, 5/6,515,,A,680,131,,,,on,,rodhew,01-17-04,,
Anik F1,107.30,C,4180,V,CTV Green,28500,8PSK, 5/6,516,,A,690,132,,,,on,,rodhew,01-17-04,,
Anik F1,107.30,C,4180,V,CTV Yellow,28500,8PSK, 5/6,517,,A,700,133,,,,on,,rodhew,01-17-04,,
Anik F1,107.30,C,4180,V,CJOH,28500,8PSK, 5/6,518,,A,710,134,,,,on,,rodhew,01-17-04,,
Anik F1,107.30,C,4180,V,Net 3,28500,8PSK, 5/6,519,,A,720,135,,,,on,,rodhew,01-17-04,,
Galaxy 10R,123.00,C,3771,H,IP/DVB,8996,QPSK, 7/8,,,Y,,,,,,,,telliott,12-20-02,rodhew,
Galaxy 10R,123.00,C,3853,V,TVN DCXP (VOD system),5580,, 7/8,,,A,,,,,,,,photoman76,09-01-04,rodhew,
Galaxy 10R,123.00,C,3920,V,Toon Disney East,26470,QPSK, 3/4,1160,,A,1130,1160,,,,,,FBRUENJES,08-13-02,Copykat,on
Galaxy 10R,123.00,C,3920,V,Toon Disney East AC3,26470,QPSK, 3/4,1160,,A,1120,1160,,,,,on,4dtvglens,08-13-02,Copykat,on
Galaxy 10R,123.00,C,3920,V,Toon Disney West,26470,QPSK, 3/4,1260,,A,1230,1260,,,,,,FBRUENJES,08-13-02,Copykat,on
Galaxy 10R,123.00,C,3920,V,Toon Disney West AC3,26470,QPSK, 3/4,1260,,A,1220,1260,,,,,on,4dtvglens,08-13-02,Copykat,on
Galaxy 10R,123.00,C,3920,V,SoapNet East,26470,QPSK, 3/4,1360,,A,1330,1360,,,,,,FBRUENJES,08-13-02,Copykat,on
Galaxy 10R,123.00,C,3920,V,SoapNet East AC3,26470,QPSK, 3/4,1360,,A,1320,1360,,,,,on,4dtvglens,08-13-02,Copykat,on
Galaxy 10R,123.00,C,3920,V,OS Download,26470,, ,1460,,A,1430,1460,,,,,,rukus611,04-29-04,rukus611,on
Galaxy 10R,123.00,C,3920,V,SoapNet West,26470,QPSK, 3/4,1460,,A,1430,1460,,,,,,photoman76,08-13-02,Copykat,on
Galaxy 10R,123.00,C,3920,V,SoapNet West AC3,26470,QPSK, 3/4,1460,,A,1420,1460,,,,,on,Copykat,08-13-02,Copykat,on
Galaxy 10R,123.00,C,3920,V,ABC Fam Backhauls,26470,QPSK, 3/4,1560,,A,1530,1560,,,,,,Copykat,08-13-02,,on
Galaxy 10R,123.00,C,3920,V,ABC Fam Backhauls AC3,26470,QPSK, 3/4,1560,,A,1520,1560,,,,,on,Copykat,08-13-02,,on
Galaxy 10R,123.00,C,3953,H,IP/DVB,5580,QPSK, 7/8,,,Y,,,,,,,,telliott,09-09-03,rodhew,
Galaxy 10R,123.00,C,3960,V,O/V Feed,26470,QPSK, 7/8,522,,A,523,522,1,,101,,,boblcape,01-14-05,boblcape,
Galaxy 10R,123.00,C,3992,H,SHO/TMC On Demand Preview,9765,QPSK, 3/4,481,on,A,482,481,1,,1,,on,boblcape,06-28-04,,
Galaxy 10R,123.00,C,4160,V,A&E West,29270,, 3/4,110,,A,100,110,,,,,on,photoman76,09-30-03,,on
Galaxy 10R,123.00,C,4160,V,History Channel West,29270,, 3/4,210,,A,200,210,,,,,on,photoman76,09-30-03,,on
Galaxy 10R,123.00,C,4160,V,A&E East,29270,, 3/4,310,,A,300,310,,,,,on,photoman76,09-30-03,,on
Galaxy 10R,123.00,C,4160,V,History Channel East,29270,, 3/4,410,,A,400,410,,,,,on,photoman76,09-30-03,,on
Galaxy 10R,123.00,C,4160,V,History Channel en espanol,29270,QPSK, 3/4,510,,A,500,510,101,,5,,on,boblcape,04-29-04,,on
Galaxy 10R,123.00,C,4160,V,Miltary History Channel,29270,QPSK, 3/4,610,,A,600,610,101,747,6,,on,boblcape,12-26-04,,on
Galaxy 10R,123.00,C,4180,H,The Outdoor Channel-East,29270,QPSK, 3/4,1160,,A,1120,1160,,,,,,FBruenjes,12-28-04,jaydee353,
Galaxy 10R,123.00,C,4180,H,The Outdoor Channel-East,29270,QPSK, 3/4,1160,,A,1122,1160,,,,,,rcculp,12-28-04,jaydee353,
Galaxy 10R,123.00,C,4180,H,The Outdoor Channel-East,29270,QPSK, 3/4,1160,,Y,1124,1160,,,,,on,telliott,12-28-04,jaydee353,
Galaxy 10R,123.00,C,4180,H,The Outdoor Channel-West,29270,QPSK, 3/4,1260,,A,1220,1260,,,,,,photoman76,12-28-04,jaydee353,
Galaxy 10R,123.00,C,4180,H,The Outdoor Channel-West,29270,QPSK, 3/4,1260,,A,1224,1260,,,,,on,photoman76,12-28-04,jaydee353,
Galaxy 10R,123.00,C,4180,H,The Outdoor Channel-West,29270,QPSK, 3/4,1260,,A,1222,1260,,,,,,rcculp,12-28-04,jaydee353,
Galaxy 10R,123.00,C,4180,H,Outdoor Channel HD Testing,29270,QPSK, 3/4,1660,on,A,1620,1660,,,,,on,jaydee353,12-28-04,jaydee353,
Galaxy 11,91.00,C,3720,H,WB East,26700,QPSK, 3/4,101,on,A,102,101,,,,,,dmatch,08-08-03,DRLev,
Galaxy 11,91.00,C,3720,H,WB West,26700,QPSK, 3/4,201,on,A,202,201,,,,,,dmatch,08-08-03,DRLev,
